"Seade","Mõõtmise aeg","elektrijuhtivus","hägusus","hapnik","pH","Laekumise aeg"
"Muuli VKM","07.12.2023 18:35","974 μS/cm","286.29 NTU","10.08 mg/L","7.64","07.12.2023 18:37"
"Muuli VKM","07.12.2023 18:30","974 μS/cm","284.35 NTU","10.1 mg/L","7.65","07.12.2023 18:37"
"Muuli VKM","07.12.2023 18:25","973 μS/cm","281.82 NTU","10.15 mg/L","7.65","07.12.2023 18:27"
"Muuli VKM","07.12.2023 18:20","973 μS/cm","279.33 NTU","10.22 mg/L","7.65","07.12.2023 18:22"
"Muuli VKM","07.12.2023 18:15","973 μS/cm","276.96 NTU","10.23 mg/L","7.66","07.12.2023 18:17"
"Muuli VKM","07.12.2023 18:10","973 μS/cm","274.39 NTU","10.28 mg/L","7.66","07.12.2023 18:12"
"Muuli VKM","07.12.2023 18:05","972 μS/cm","271.57 NTU","10.35 mg/L","7.66","07.12.2023 18:07"
"Muuli VKM","07.12.2023 18:00","973 μS/cm","268.35 NTU","10.39 mg/L","7.67","07.12.2023 18:02"
"Muuli VKM","07.12.2023 17:55","971 μS/cm","268.03 NTU","10.42 mg/L","7.67","07.12.2023 17:57"
"Muuli VKM","07.12.2023 17:50","959 μS/cm","291.07 NTU","10.52 mg/L","7.68","07.12.2023 17:52"
"Muuli VKM","07.12.2023 17:45","944 μS/cm","292.22 NTU","10.6 mg/L","7.68","07.12.2023 17:47"
"Muuli VKM","07.12.2023 17:40","928 μS/cm","293.62 NTU","10.65 mg/L","7.68","07.12.2023 17:42"
"Muuli VKM","07.12.2023 17:35","913 μS/cm","300.16 NTU","10.73 mg/L","7.69","07.12.2023 17:37"
"Muuli VKM","07.12.2023 17:30","899 μS/cm","314.91 NTU","10.81 mg/L","7.69","07.12.2023 17:32"
"Muuli VKM","07.12.2023 17:25","884 μS/cm","320.97 NTU","10.95 mg/L","7.69","07.12.2023 17:27"
"Muuli VKM","07.12.2023 17:20","875 μS/cm","327.72 NTU","11.02 mg/L","7.69","07.12.2023 17:22"
"Muuli VKM","07.12.2023 17:15","864 μS/cm","336.7 NTU","11.14 mg/L","7.69","07.12.2023 17:17"
"Muuli VKM","07.12.2023 17:10","847 μS/cm","348.86 NTU","11.34 mg/L","7.69","07.12.2023 17:12"
"Muuli VKM","07.12.2023 17:05","830 μS/cm","360.61 NTU","11.57 mg/L","7.71","07.12.2023 17:07"
"Muuli VKM","07.12.2023 17:00","824 μS/cm","330.72 NTU","11.52 mg/L","7.71","07.12.2023 17:02"
"Muuli VKM","07.12.2023 16:55","824 μS/cm","341.25 NTU","11.63 mg/L","7.71","07.12.2023 16:57"
"Muuli VKM","07.12.2023 16:50","826 μS/cm","358.55 NTU","11.74 mg/L","7.7","07.12.2023 16:52"
"Muuli VKM","07.12.2023 16:45","827 μS/cm","371 NTU","11.67 mg/L","7.7","07.12.2023 16:47"
"Muuli VKM","07.12.2023 16:40","830 μS/cm","327.4 NTU","11.83 mg/L","7.71","07.12.2023 16:42"
"Muuli VKM","07.12.2023 16:35","124 μS/cm","10021.9 NTU","11.48 mg/L","7.7","07.12.2023 16:37"
"Muuli VKM","07.12.2023 16:30","860 μS/cm","405.38 NTU","11.4 mg/L","7.69","07.12.2023 16:32"
"Muuli VKM","07.12.2023 16:25","861 μS/cm","405.19 NTU","11.62 mg/L","7.67","07.12.2023 16:27"
"Muuli VKM","07.12.2023 16:10","855 μS/cm","398.15 NTU","11.06 mg/L","7.65","07.12.2023 16:12"
"Muuli VKM","07.12.2023 16:05","856 μS/cm","393.87 NTU","11.05 mg/L","7.65","07.12.2023 16:07"
"Muuli VKM","07.12.2023 16:00","855 μS/cm","400.84 NTU","11.06 mg/L","7.65","07.12.2023 16:02"
"Muuli VKM","07.12.2023 15:55","851 μS/cm","417.02 NTU","11.06 mg/L","7.65","07.12.2023 15:57"
"Muuli VKM","07.12.2023 15:50","849 μS/cm","419.03 NTU","11.12 mg/L","7.66","07.12.2023 15:52"
"Muuli VKM","07.12.2023 15:45","847 μS/cm","418.42 NTU","11.12 mg/L","7.66","07.12.2023 15:47"
"Muuli VKM","07.12.2023 15:40","845 μS/cm","418.89 NTU","11.11 mg/L","7.66","07.12.2023 15:42"
"Muuli VKM","07.12.2023 15:35","843 μS/cm","419.91 NTU","11.11 mg/L","7.66","07.12.2023 15:37"
"Muuli VKM","07.12.2023 15:30","842 μS/cm","421.35 NTU","11.16 mg/L","7.66","07.12.2023 15:32"
"Muuli VKM","07.12.2023 15:25","841 μS/cm","424.84 NTU","11.15 mg/L","7.66","07.12.2023 15:27"
"Muuli VKM","07.12.2023 15:20","839 μS/cm","429.56 NTU","11.19 mg/L","7.65","07.12.2023 15:22"
"Muuli VKM","07.12.2023 15:15","837 μS/cm","435.03 NTU","11.19 mg/L","7.66","07.12.2023 15:17"
"Muuli VKM","07.12.2023 15:10","837 μS/cm","429.34 NTU","11.2 mg/L","7.66","07.12.2023 15:12"
"Muuli VKM","07.12.2023 15:05","838 μS/cm","414.45 NTU","11.2 mg/L","7.66","07.12.2023 15:07"
"Muuli VKM","07.12.2023 15:00","825 μS/cm","413.89 NTU","10.92 mg/L","7.64","07.12.2023 15:02"
"Muuli VKM","07.12.2023 14:40","827 μS/cm","416.21 NTU","11 mg/L","7.65","07.12.2023 14:42"
"Muuli VKM","07.12.2023 14:35","828 μS/cm","418.5 NTU","11.01 mg/L","7.65","07.12.2023 14:37"
"Muuli VKM","07.12.2023 14:30","829 μS/cm","420.73 NTU","11.04 mg/L","7.65","07.12.2023 14:32"
"Muuli VKM","07.12.2023 14:25","829 μS/cm","423.07 NTU","11.03 mg/L","7.65","07.12.2023 14:27"
"Muuli VKM","07.12.2023 14:20","830 μS/cm","423.95 NTU","11.05 mg/L","7.65","07.12.2023 14:22"
"Muuli VKM","07.12.2023 14:15","830 μS/cm","424.39 NTU","11.06 mg/L","7.66","07.12.2023 14:17"
"Muuli VKM","07.12.2023 14:10","829 μS/cm","424.62 NTU","11.07 mg/L","7.66","07.12.2023 14:12"
"Muuli VKM","07.12.2023 14:05","829 μS/cm","425.01 NTU","11.1 mg/L","7.66","07.12.2023 14:07"
"Muuli VKM","07.12.2023 14:00","830 μS/cm","429.92 NTU","11.09 mg/L","7.66","07.12.2023 14:02"
"Muuli VKM","07.12.2023 13:55","831 μS/cm","434.21 NTU","11.12 mg/L","7.67","07.12.2023 13:57"
"Muuli VKM","07.12.2023 13:50","832 μS/cm","443.93 NTU","11.13 mg/L","7.67","07.12.2023 13:52"
"Muuli VKM","07.12.2023 13:45","836 μS/cm","440.2 NTU","11.12 mg/L","7.67","07.12.2023 13:47"
"Muuli VKM","07.12.2023 13:40","839 μS/cm","436.52 NTU","11.14 mg/L","7.67","07.12.2023 13:42"
"Muuli VKM","07.12.2023 13:35","843 μS/cm","432.67 NTU","11.16 mg/L","7.67","07.12.2023 13:37"
"Muuli VKM","07.12.2023 13:30","846 μS/cm","428.62 NTU","11.14 mg/L","7.67","07.12.2023 13:32"
"Muuli VKM","07.12.2023 13:25","850 μS/cm","424.37 NTU","11.15 mg/L","7.67","07.12.2023 13:27"
"Muuli VKM","07.12.2023 13:20","853 μS/cm","420.1 NTU","11.17 mg/L","7.66","07.12.2023 13:22"
"Muuli VKM","07.12.2023 13:15","856 μS/cm","415.66 NTU","11.18 mg/L","7.66","07.12.2023 13:17"
"Muuli VKM","07.12.2023 13:10","858 μS/cm","406.78 NTU","11.17 mg/L","7.65","07.12.2023 13:12"
"Muuli VKM","07.12.2023 13:05","858 μS/cm","398.62 NTU","11.16 mg/L","7.64","07.12.2023 13:07"
"Muuli VKM","07.12.2023 13:00","841 μS/cm","384.73 NTU","10.84 mg/L","7.62","07.12.2023 13:02"
"Muuli VKM","07.12.2023 12:55","840 μS/cm","384.13 NTU","10.88 mg/L","7.62","07.12.2023 12:57"
"Muuli VKM","07.12.2023 12:50","839 μS/cm","383.56 NTU","10.89 mg/L","7.63","07.12.2023 12:52"
"Muuli VKM","07.12.2023 12:45","839 μS/cm","383.05 NTU","10.9 mg/L","7.63","07.12.2023 12:47"
"Muuli VKM","07.12.2023 12:40","839 μS/cm","382.72 NTU","10.89 mg/L","7.63","07.12.2023 12:42"
"Muuli VKM","07.12.2023 12:35","838 μS/cm","382.44 NTU","10.9 mg/L","7.64","07.12.2023 12:37"
"Muuli VKM","07.12.2023 12:30","839 μS/cm","382.37 NTU","10.95 mg/L","7.64","07.12.2023 12:32"
"Muuli VKM","07.12.2023 12:25","838 μS/cm","382.21 NTU","10.92 mg/L","7.64","07.12.2023 12:27"
"Muuli VKM","07.12.2023 12:20","837 μS/cm","382.16 NTU","10.93 mg/L","7.65","07.12.2023 12:22"
"Muuli VKM","07.12.2023 12:15","837 μS/cm","382.18 NTU","10.95 mg/L","7.65","07.12.2023 12:17"
"Muuli VKM","07.12.2023 12:10","837 μS/cm","382.71 NTU","10.97 mg/L","7.65","07.12.2023 12:12"
"Muuli VKM","07.12.2023 12:05","837 μS/cm","384.14 NTU","10.97 mg/L","7.65","07.12.2023 12:07"
"Muuli VKM","07.12.2023 12:00","837 μS/cm","383.91 NTU","10.98 mg/L","7.66","07.12.2023 12:02"
"Muuli VKM","07.12.2023 11:55","838 μS/cm","410.57 NTU","10.99 mg/L","7.66","07.12.2023 11:57"
"Muuli VKM","07.12.2023 11:50","838 μS/cm","416.92 NTU","10.98 mg/L","7.66","07.12.2023 11:52"
"Muuli VKM","07.12.2023 11:45","840 μS/cm","419.78 NTU","11.01 mg/L","7.66","07.12.2023 11:47"
"Muuli VKM","07.12.2023 11:40","840 μS/cm","422.51 NTU","11 mg/L","7.66","07.12.2023 11:42"
"Muuli VKM","07.12.2023 11:35","841 μS/cm","425.3 NTU","11.02 mg/L","7.66","07.12.2023 11:37"
"Muuli VKM","07.12.2023 11:30","843 μS/cm","428.04 NTU","11.06 mg/L","7.66","07.12.2023 11:32"
"Muuli VKM","07.12.2023 11:25","844 μS/cm","430.45 NTU","11.06 mg/L","7.66","07.12.2023 11:27"
"Muuli VKM","07.12.2023 11:20","844 μS/cm","432.63 NTU","11.09 mg/L","7.66","07.12.2023 11:22"
"Muuli VKM","07.12.2023 11:15","842 μS/cm","433.82 NTU","11.06 mg/L","7.64","07.12.2023 11:17"
"Muuli VKM","07.12.2023 11:10","840 μS/cm","436.54 NTU","11.02 mg/L","7.63","07.12.2023 11:12"
"Muuli VKM","07.12.2023 11:05","838 μS/cm","412.46 NTU","10.94 mg/L","7.62","07.12.2023 11:07"
"Muuli VKM","07.12.2023 11:00","838 μS/cm","408.61 NTU","10.89 mg/L","7.62","07.12.2023 11:02"
"Muuli VKM","07.12.2023 10:55","837 μS/cm","408.16 NTU","10.9 mg/L","7.62","07.12.2023 10:57"
"Muuli VKM","07.12.2023 10:50","838 μS/cm","407.83 NTU","10.92 mg/L","7.63","07.12.2023 10:52"
"Muuli VKM","07.12.2023 10:45","838 μS/cm","407.52 NTU","10.96 mg/L","7.63","07.12.2023 10:47"
"Muuli VKM","07.12.2023 10:40","837 μS/cm","407.02 NTU","10.95 mg/L","7.63","07.12.2023 10:42"
"Muuli VKM","07.12.2023 10:35","837 μS/cm","406.6 NTU","10.96 mg/L","7.64","07.12.2023 10:37"
"Muuli VKM","07.12.2023 10:30","837 μS/cm","405.98 NTU","10.95 mg/L","7.64","07.12.2023 10:32"
"Muuli VKM","07.12.2023 10:25","837 μS/cm","405.52 NTU","10.98 mg/L","7.64","07.12.2023 10:27"
"Muuli VKM","07.12.2023 10:20","837 μS/cm","405.1 NTU","10.98 mg/L","7.65","07.12.2023 10:22"
"Muuli VKM","07.12.2023 10:15","837 μS/cm","404.63 NTU","11.01 mg/L","7.65","07.12.2023 10:17"
"Muuli VKM","07.12.2023 10:10","836 μS/cm","404.24 NTU","11.04 mg/L","7.65","07.12.2023 10:12"
"Muuli VKM","07.12.2023 10:05","837 μS/cm","404.66 NTU","11.06 mg/L","7.66","07.12.2023 10:07"
"Muuli VKM","07.12.2023 10:00","836 μS/cm","406.04 NTU","11.06 mg/L","7.66","07.12.2023 10:02"
"Muuli VKM","07.12.2023 09:55","837 μS/cm","407.08 NTU","11.07 mg/L","7.66","07.12.2023 09:57"
"Muuli VKM","07.12.2023 09:50","840 μS/cm","418.57 NTU","11.06 mg/L","7.66","07.12.2023 09:52"
"Muuli VKM","07.12.2023 09:45","846 μS/cm","420.55 NTU","11.08 mg/L","7.67","07.12.2023 09:47"
"Muuli VKM","07.12.2023 09:40","851 μS/cm","422.54 NTU","11.08 mg/L","7.67","07.12.2023 09:42"
"Muuli VKM","07.12.2023 09:35","856 μS/cm","424.32 NTU","11.11 mg/L","7.67","07.12.2023 09:37"
"Muuli VKM","07.12.2023 09:30","861 μS/cm","426.09 NTU","11.11 mg/L","7.67","07.12.2023 09:32"
"Muuli VKM","07.12.2023 09:25","866 μS/cm","427.76 NTU","11.12 mg/L","7.67","07.12.2023 09:27"
"Muuli VKM","07.12.2023 09:20","871 μS/cm","429.56 NTU","11.13 mg/L","7.66","07.12.2023 09:22"
"Muuli VKM","07.12.2023 09:15","876 μS/cm","430.45 NTU","11.15 mg/L","7.65","07.12.2023 09:17"
"Muuli VKM","07.12.2023 09:10","879 μS/cm","430.17 NTU","11.12 mg/L","7.64","07.12.2023 09:12"
"Muuli VKM","07.12.2023 09:05","880 μS/cm","430.35 NTU","11.15 mg/L","7.63","07.12.2023 09:07"
"Muuli VKM","07.12.2023 09:00","864 μS/cm","419.99 NTU","10.89 mg/L","7.61","07.12.2023 09:02"
"Muuli VKM","07.12.2023 08:55","864 μS/cm","419.18 NTU","10.91 mg/L","7.61","07.12.2023 08:57"
"Muuli VKM","07.12.2023 08:50","863 μS/cm","418.39 NTU","10.89 mg/L","7.62","07.12.2023 08:52"
"Muuli VKM","07.12.2023 08:45","864 μS/cm","417.63 NTU","10.91 mg/L","7.62","07.12.2023 08:47"
"Muuli VKM","07.12.2023 08:40","863 μS/cm","416.78 NTU","10.94 mg/L","7.63","07.12.2023 08:42"
"Muuli VKM","07.12.2023 08:35","863 μS/cm","415.54 NTU","10.94 mg/L","7.63","07.12.2023 08:37"
"Muuli VKM","07.12.2023 08:30","864 μS/cm","414.42 NTU","10.98 mg/L","7.63","07.12.2023 08:32"
"Muuli VKM","07.12.2023 08:25","864 μS/cm","413.38 NTU","10.97 mg/L","7.64","07.12.2023 08:27"
"Muuli VKM","07.12.2023 08:20","864 μS/cm","412.42 NTU","10.96 mg/L","7.64","07.12.2023 08:22"
"Muuli VKM","07.12.2023 08:15","863 μS/cm","411.44 NTU","10.97 mg/L","7.65","07.12.2023 08:17"
"Muuli VKM","07.12.2023 08:10","863 μS/cm","410.48 NTU","11.01 mg/L","7.65","07.12.2023 08:12"
"Muuli VKM","07.12.2023 08:05","862 μS/cm","409.48 NTU","11 mg/L","7.65","07.12.2023 08:07"
"Muuli VKM","07.12.2023 08:00","864 μS/cm","411.81 NTU","11.01 mg/L","7.66","07.12.2023 08:02"
"Muuli VKM","07.12.2023 07:55","865 μS/cm","417.45 NTU","11.02 mg/L","7.66","07.12.2023 07:57"
"Muuli VKM","07.12.2023 07:50","869 μS/cm","417.87 NTU","11.03 mg/L","7.66","07.12.2023 07:52"
"Muuli VKM","07.12.2023 07:45","874 μS/cm","417.78 NTU","11.08 mg/L","7.66","07.12.2023 07:47"
"Muuli VKM","07.12.2023 07:40","879 μS/cm","417.33 NTU","11.06 mg/L","7.66","07.12.2023 07:42"
"Muuli VKM","07.12.2023 07:35","885 μS/cm","417.04 NTU","11.08 mg/L","7.66","07.12.2023 07:37"
"Muuli VKM","07.12.2023 07:30","891 μS/cm","416.81 NTU","11.08 mg/L","7.66","07.12.2023 07:32"
"Muuli VKM","07.12.2023 07:25","896 μS/cm","416.64 NTU","11.09 mg/L","7.66","07.12.2023 07:27"
"Muuli VKM","07.12.2023 07:20","901 μS/cm","416.69 NTU","11.11 mg/L","7.66","07.12.2023 07:22"
"Muuli VKM","07.12.2023 07:15","905 μS/cm","416.9 NTU","11.11 mg/L","7.64","07.12.2023 07:17"
"Muuli VKM","07.12.2023 07:10","909 μS/cm","413.84 NTU","11.03 mg/L","7.63","07.12.2023 07:12"
"Muuli VKM","07.12.2023 07:05","910 μS/cm","407.54 NTU","11.03 mg/L","7.61","07.12.2023 07:07"
"Muuli VKM","07.12.2023 07:00","894 μS/cm","406.56 NTU","10.79 mg/L","7.59","07.12.2023 07:02"
"Muuli VKM","07.12.2023 06:55","893 μS/cm","406.52 NTU","10.78 mg/L","7.6","07.12.2023 06:57"
"Muuli VKM","07.12.2023 06:50","893 μS/cm","406.56 NTU","10.76 mg/L","7.6","07.12.2023 06:52"
"Muuli VKM","07.12.2023 06:45","893 μS/cm","406.61 NTU","10.8 mg/L","7.61","07.12.2023 06:47"
"Muuli VKM","07.12.2023 06:40","893 μS/cm","406.68 NTU","10.79 mg/L","7.61","07.12.2023 06:42"
"Muuli VKM","07.12.2023 06:35","894 μS/cm","406.69 NTU","10.83 mg/L","7.61","07.12.2023 06:37"
"Muuli VKM","07.12.2023 06:30","894 μS/cm","406.75 NTU","10.82 mg/L","7.62","07.12.2023 06:32"
"Muuli VKM","07.12.2023 06:25","893 μS/cm","406.75 NTU","10.83 mg/L","7.62","07.12.2023 06:27"
"Muuli VKM","07.12.2023 06:20","894 μS/cm","406.68 NTU","10.87 mg/L","7.63","07.12.2023 06:22"
"Muuli VKM","07.12.2023 06:15","894 μS/cm","406.61 NTU","10.86 mg/L","7.63","07.12.2023 06:17"
"Muuli VKM","07.12.2023 06:10","894 μS/cm","406.46 NTU","10.89 mg/L","7.63","07.12.2023 06:12"
"Muuli VKM","07.12.2023 06:05","895 μS/cm","406.24 NTU","10.92 mg/L","7.64","07.12.2023 06:07"
"Muuli VKM","07.12.2023 06:00","896 μS/cm","420.25 NTU","10.92 mg/L","7.64","07.12.2023 06:02"
"Muuli VKM","07.12.2023 05:55","897 μS/cm","428.65 NTU","10.91 mg/L","7.65","07.12.2023 05:57"
"Muuli VKM","07.12.2023 05:50","899 μS/cm","430.17 NTU","10.95 mg/L","7.65","07.12.2023 05:52"
"Muuli VKM","07.12.2023 05:45","902 μS/cm","431.17 NTU","10.93 mg/L","7.65","07.12.2023 05:47"
"Muuli VKM","07.12.2023 05:40","904 μS/cm","432.07 NTU","10.95 mg/L","7.66","07.12.2023 05:42"
"Muuli VKM","07.12.2023 05:35","907 μS/cm","432.95 NTU","10.95 mg/L","7.66","07.12.2023 05:37"
"Muuli VKM","07.12.2023 05:30","909 μS/cm","433.99 NTU","10.97 mg/L","7.66","07.12.2023 05:32"
"Muuli VKM","07.12.2023 05:25","911 μS/cm","435.2 NTU","10.97 mg/L","7.66","07.12.2023 05:27"
"Muuli VKM","07.12.2023 05:20","913 μS/cm","436.36 NTU","11 mg/L","7.66","07.12.2023 05:22"
"Muuli VKM","07.12.2023 05:15","913 μS/cm","437.59 NTU","10.99 mg/L","7.65","07.12.2023 05:17"
"Muuli VKM","07.12.2023 05:10","913 μS/cm","424.56 NTU","10.94 mg/L","7.63","07.12.2023 05:12"
"Muuli VKM","07.12.2023 05:05","911 μS/cm","417.08 NTU","10.95 mg/L","7.61","07.12.2023 05:07"
"Muuli VKM","07.12.2023 05:00","897 μS/cm","416.32 NTU","10.68 mg/L","7.59","07.12.2023 05:02"
"Muuli VKM","07.12.2023 04:55","896 μS/cm","416.06 NTU","10.71 mg/L","7.6","07.12.2023 04:57"
"Muuli VKM","07.12.2023 04:50","896 μS/cm","415.78 NTU","10.71 mg/L","7.6","07.12.2023 04:52"
"Muuli VKM","07.12.2023 04:45","895 μS/cm","415.34 NTU","10.75 mg/L","7.6","07.12.2023 04:47"
"Muuli VKM","07.12.2023 04:40","894 μS/cm","414.75 NTU","10.74 mg/L","7.61","07.12.2023 04:42"
"Muuli VKM","07.12.2023 04:35","893 μS/cm","414.03 NTU","10.75 mg/L","7.61","07.12.2023 04:37"
"Muuli VKM","07.12.2023 04:30","893 μS/cm","413.31 NTU","10.78 mg/L","7.62","07.12.2023 04:32"
"Muuli VKM","07.12.2023 04:25","892 μS/cm","412.49 NTU","10.76 mg/L","7.62","07.12.2023 04:27"
"Muuli VKM","07.12.2023 04:20","892 μS/cm","411.62 NTU","10.8 mg/L","7.62","07.12.2023 04:22"
"Muuli VKM","07.12.2023 04:15","891 μS/cm","410.96 NTU","10.8 mg/L","7.63","07.12.2023 04:17"
"Muuli VKM","07.12.2023 04:10","890 μS/cm","410.26 NTU","10.82 mg/L","7.63","07.12.2023 04:12"
"Muuli VKM","07.12.2023 04:05","889 μS/cm","409.51 NTU","10.82 mg/L","7.63","07.12.2023 04:07"
"Muuli VKM","07.12.2023 04:00","887 μS/cm","426.56 NTU","10.83 mg/L","7.64","07.12.2023 04:02"
"Muuli VKM","07.12.2023 03:55","885 μS/cm","440.11 NTU","10.84 mg/L","7.64","07.12.2023 03:57"
"Muuli VKM","07.12.2023 03:50","886 μS/cm","441.77 NTU","10.88 mg/L","7.64","07.12.2023 03:52"
"Muuli VKM","07.12.2023 03:45","888 μS/cm","442.87 NTU","10.87 mg/L","7.64","07.12.2023 03:47"
"Muuli VKM","07.12.2023 03:40","889 μS/cm","444.18 NTU","10.87 mg/L","7.64","07.12.2023 03:42"
"Muuli VKM","07.12.2023 03:35","891 μS/cm","445.69 NTU","10.9 mg/L","7.64","07.12.2023 03:37"
"Muuli VKM","07.12.2023 03:30","893 μS/cm","447.51 NTU","10.94 mg/L","7.64","07.12.2023 03:32"
"Muuli VKM","07.12.2023 03:25","895 μS/cm","449.21 NTU","10.92 mg/L","7.63","07.12.2023 03:27"
"Muuli VKM","07.12.2023 03:20","897 μS/cm","451.14 NTU","10.94 mg/L","7.62","07.12.2023 03:22"
"Muuli VKM","07.12.2023 03:15","899 μS/cm","453.18 NTU","10.96 mg/L","7.61","07.12.2023 03:17"
"Muuli VKM","07.12.2023 03:10","903 μS/cm","437.4 NTU","10.92 mg/L","7.61","07.12.2023 03:12"
"Muuli VKM","07.12.2023 03:05","906 μS/cm","425.34 NTU","10.92 mg/L","7.6","07.12.2023 03:07"
"Muuli VKM","07.12.2023 03:00","893 μS/cm","425.31 NTU","10.73 mg/L","7.59","07.12.2023 03:02"
"Muuli VKM","07.12.2023 02:55","893 μS/cm","425.88 NTU","10.73 mg/L","7.59","07.12.2023 02:57"
"Muuli VKM","07.12.2023 02:50","892 μS/cm","426.31 NTU","10.73 mg/L","7.6","07.12.2023 02:52"
"Muuli VKM","07.12.2023 02:45","892 μS/cm","426.73 NTU","10.72 mg/L","7.6","07.12.2023 02:47"
"Muuli VKM","07.12.2023 02:40","892 μS/cm","426.82 NTU","10.75 mg/L","7.61","07.12.2023 02:42"
"Muuli VKM","07.12.2023 02:35","892 μS/cm","426.81 NTU","10.77 mg/L","7.61","07.12.2023 02:37"
"Muuli VKM","07.12.2023 02:30","892 μS/cm","426.57 NTU","10.75 mg/L","7.61","07.12.2023 02:32"
"Muuli VKM","07.12.2023 02:25","892 μS/cm","425.96 NTU","10.78 mg/L","7.62","07.12.2023 02:27"
"Muuli VKM","07.12.2023 02:20","891 μS/cm","425.01 NTU","10.79 mg/L","7.62","07.12.2023 02:22"
"Muuli VKM","07.12.2023 02:15","891 μS/cm","423.68 NTU","10.79 mg/L","7.63","07.12.2023 02:17"
"Muuli VKM","07.12.2023 02:10","891 μS/cm","421.93 NTU","10.8 mg/L","7.63","07.12.2023 02:12"
"Muuli VKM","07.12.2023 02:05","890 μS/cm","419.93 NTU","10.82 mg/L","7.63","07.12.2023 02:07"
"Muuli VKM","07.12.2023 02:00","892 μS/cm","434.65 NTU","10.82 mg/L","7.64","07.12.2023 02:02"
"Muuli VKM","07.12.2023 01:55","893 μS/cm","431.48 NTU","10.84 mg/L","7.64","07.12.2023 01:57"
"Muuli VKM","07.12.2023 01:50","898 μS/cm","447.48 NTU","10.87 mg/L","7.64","07.12.2023 01:52"
"Muuli VKM","07.12.2023 01:45","904 μS/cm","446.99 NTU","10.86 mg/L","7.65","07.12.2023 01:47"
"Muuli VKM","07.12.2023 01:40","911 μS/cm","446.48 NTU","10.87 mg/L","7.65","07.12.2023 01:42"
"Muuli VKM","07.12.2023 01:35","918 μS/cm","446.44 NTU","10.9 mg/L","7.65","07.12.2023 01:37"
"Muuli VKM","07.12.2023 01:30","924 μS/cm","446.7 NTU","10.9 mg/L","7.65","07.12.2023 01:32"
"Muuli VKM","07.12.2023 01:25","931 μS/cm","447.16 NTU","10.94 mg/L","7.65","07.12.2023 01:27"
"Muuli VKM","07.12.2023 01:20","937 μS/cm","447.95 NTU","10.91 mg/L","7.64","07.12.2023 01:22"
"Muuli VKM","07.12.2023 01:15","943 μS/cm","448.85 NTU","10.88 mg/L","7.63","07.12.2023 01:17"
"Muuli VKM","07.12.2023 01:10","948 μS/cm","433 NTU","10.88 mg/L","7.62","07.12.2023 01:12"
"Muuli VKM","07.12.2023 01:05","950 μS/cm","435.07 NTU","10.84 mg/L","7.59","07.12.2023 01:07"
"Muuli VKM","07.12.2023 01:00","936 μS/cm","417.95 NTU","10.59 mg/L","7.57","07.12.2023 01:02"
"Muuli VKM","07.12.2023 00:55","936 μS/cm","417.26 NTU","10.61 mg/L","7.58","07.12.2023 00:57"
"Muuli VKM","07.12.2023 00:50","936 μS/cm","416.66 NTU","10.64 mg/L","7.58","07.12.2023 00:52"
"Muuli VKM","07.12.2023 00:45","936 μS/cm","415.86 NTU","10.67 mg/L","7.58","07.12.2023 00:47"
"Muuli VKM","07.12.2023 00:40","936 μS/cm","414.99 NTU","10.67 mg/L","7.59","07.12.2023 00:42"
"Muuli VKM","07.12.2023 00:35","937 μS/cm","414.1 NTU","10.67 mg/L","7.59","07.12.2023 00:37"
"Muuli VKM","07.12.2023 00:30","937 μS/cm","413.2 NTU","10.7 mg/L","7.6","07.12.2023 00:32"
"Muuli VKM","07.12.2023 00:25","937 μS/cm","412.37 NTU","10.69 mg/L","7.6","07.12.2023 00:27"
"Muuli VKM","07.12.2023 00:20","937 μS/cm","411.64 NTU","10.69 mg/L","7.61","07.12.2023 00:22"
"Muuli VKM","07.12.2023 00:15","938 μS/cm","410.73 NTU","10.71 mg/L","7.61","07.12.2023 00:17"
"Muuli VKM","07.12.2023 00:10","938 μS/cm","409.64 NTU","10.74 mg/L","7.61","07.12.2023 00:12"
"Muuli VKM","07.12.2023 00:05","939 μS/cm","408.61 NTU","10.76 mg/L","7.62","07.12.2023 00:07"
"Muuli VKM","07.12.2023 00:00","940 μS/cm","413.66 NTU","10.77 mg/L","7.62","07.12.2023 00:02"
"Muuli VKM","06.12.2023 23:55","943 μS/cm","423.56 NTU","10.81 mg/L","7.63","06.12.2023 23:57"
"Muuli VKM","06.12.2023 23:50","948 μS/cm","430.22 NTU","10.81 mg/L","7.63","06.12.2023 23:52"
"Muuli VKM","06.12.2023 23:45","952 μS/cm","429.49 NTU","10.81 mg/L","7.64","06.12.2023 23:47"
"Muuli VKM","06.12.2023 23:40","957 μS/cm","428.7 NTU","10.81 mg/L","7.64","06.12.2023 23:42"
"Muuli VKM","06.12.2023 23:35","962 μS/cm","427.87 NTU","10.85 mg/L","7.64","06.12.2023 23:37"
"Muuli VKM","06.12.2023 23:30","966 μS/cm","427.02 NTU","10.86 mg/L","7.65","06.12.2023 23:32"
"Muuli VKM","06.12.2023 23:25","970 μS/cm","426.19 NTU","10.87 mg/L","7.65","06.12.2023 23:27"
"Muuli VKM","06.12.2023 23:20","973 μS/cm","425.68 NTU","10.89 mg/L","7.65","06.12.2023 23:22"
"Muuli VKM","06.12.2023 23:15","977 μS/cm","425.22 NTU","10.92 mg/L","7.65","06.12.2023 23:17"
